NIMEDEX*OS SOSP 30BUST 400MG,29120021,"11,35"
SELG ESSE*OS POLV 4BUST 70G 1L,29121011,"20,3"
MESULID FAST*OS 30BUST 400MG,29127026,"11,31"
ACTIBU FEBBRE DO*12CPR RIV 200,29129018,"4,41"
ACTIBU FEBBRE DO*10CPR RIV 400,29129069,"8,95"
PRIVITUSS*OS SOSP FL 200ML,29134018,"12,5"
"GINENORM*5FL 100ML 0,1%",29135023,16
CLIPPER*SOSP 10MONOD 3MG/60ML,29136013,"21,28"
CLIPPER*30CPR 5MG RP,29136037,"80,19"
FLURIZIC*12CPR 375MG,29138029,"14,95"
"NORMASE*SCIR 200ML 66,7G/100ML",29144019,"7,2"
GOLASEPT TOSSE GRASSA*10F 15MG,29152028,"6,9"
RITRO*12CPR RIV 375MG,29156027,"14,95"
"DERMATOP*CREMA 30G 0,25%",29157017,"5,68"
"DERMATOP*CR LIPO 30G 0,25%",29157029,"5,68"
LATTULOSIO ZEN*SCIR 200ML,29160025,8
LESCOL*14CPS 40MG,29163021,"11,56"
LESCOL*28CPR 80MG RP,29163033,"8,82"
EVITEX*50CPS 25000UI,29164011,"20,8"
SIFRAMIN*EV INFUS EV 500ML 4%,29165038,"13,12"
ERITROMICINA IDI*GEL30G 30MG/G,29171016,"18,8"
ERITROMICINA IDI*SOL CUT40ML3%,29171042,"18,8"
ERITROMICINA IDI*CREMA 30G,29171055,"18,8"
FAMVIR*21CPR RIV 250MG,29172018,"51,26"
FAMVIR*10CPR RIV 125MG,29172044,"29,62"
FAMVIR*21CPR RIV 500MG,29172057,"111,53"
FAMCICLOVIR SAN*21CPR RIV250MG,29173010,"41,13"
FAMCICLOVIR SAN*21CPR RIV500MG,29173059,"92,26"
NIMESULIDE HEXAL*30BUST 100MG,29198013,"2,36"
LIPAXAN*14CPS 40MG,29199027,"11,56"
LIPAXAN*28CPR 80MG RP,29199041,"8,82"
VASCOMAN*28CPR 20MG,29200045,"12,83"
"FLAREX*0,1% COLL FL 5ML",29202013,"14,9"
DUROGESIC*3CER 25MCG/ORA 10CM2,29212014,"14,71"
DUROGESIC*3CER 50MCG/ORA 20CM2,29212026,"26,82"
DUROGESIC*3CER 75MCG/ORA 30CM2,29212038,"37,1"
DUROGESIC*3CER 100MCG/ORA40CM2,29212040,"45,56"
DUROGESIC*3CER 25MCG/ORA,29212053,"13,89"
DUROGESIC*3CER 50MCG/ORA,29212065,"22,21"
DUROGESIC*3CER 75MCG/ORA,29212077,"36,29"
DUROGESIC*3CER 100MCG/ORA,29212089,"44,75"
DUROGESIC*3CER 12MCG/ORA,29212091,"5,37"
CLOX*30CPR 250MG,29213016,"3,27"
FEMIPRES*14CPR RIV 15MG,29214020,"6,92"
PIPERACILLINA DOROM*FL 1G+F2ML,29221013,"3,96"
PIPERACILLINA DOROM*FL 2G+F4ML,29221025,"5,36"
SCALPICIN*SOLUZ DERM FL 50ML,29222015,10
IPERTEN*28CPR 20MG,29224045,"13,33"
INFLUMED*12CPR RIV,29238019,"7,42"
INFLUMED C*12CPR EFF,29238021,"7,42"
PRILACE*14CPR 5MG+6MG,29243019,"10,23"
ALBUTEIN*IV FL 50ML 200G/L,29251030,"43,48"
ALBUTEIN*IV FL 50ML 25%,29251042,"54,38"
LIPSIN*20CPS 200MG,29257019,"4,15"
CICATRENE SPRAY*90G,29259013,"8,5"
"KETOFTIL*COLL FL 10ML 0,5MG/ML",29278013,"16,6"
"KETOFTIL*COLL25FL0,5ML0,5MG/ML",29278025,"18,1"
"KETOFTIL*GEL OFT 10G 0,5MG/G",29278037,17
NOXON*30CPR RIV DIV 8MG,29294030,"7,4"
TICLOPIDINA DOROM*30CPR 250MG,29296011,"3,27"
TAIGALOR*30CPR RIV DIV 8MG,29304033,"7,4"
YOVIS*OS GRAT 10BUST 1G,29305012,"24,6"
YOVIS*OS GRAT 10BUST 250MG,29305036,"10,9"
"DIFFERIN*GEL 30G 0,1%",29309034,"34,45"
"DIFFERIN*CREMA 30G 0,1%",29309046,"34,45"
"DIFFERIN*CREMA 50G 0,1%",29309061,"33,1"
"DIFFERIN*CREMA 50G 0,1%",29309085,"45,95"
"IMOVAX POLIO*IM SC 1SIR 0,5ML",29310012,"16,06"
MISOFENAC*30CPR 50MG+200MCG,29316015,"12,27"
MISOFENAC*30CPR 75MG+200MCG RM,29316041,"12,57"
FOSFO SODA FLEET*48%+18% 45ML,29318019,"4,5"
CLISMA FLEET PRONTO USO*133 ML,29319011,"6,6"
CLISMA FLEET PRONTO USO*4FLAC,29319023,"18,9"
KITON*30CPR DIV 50MG CR,29324035,"8,23"
MIRENA*1SIST INTRAUT 20MCG/24H,29326016,242
SPIROCORT*TURBOHAL.100D 200MCG,29330026,"22,46"
SPIROCORT*TURBOHAL.50D 400MCG,29330038,"20,89"
"SPIROCORT*NEBUL20F2ML0,25MG/ML",29330053,"16,65"
"SPIROCORT*NEBUL20FL2ML0,5MG/ML",29330065,"24,95"
CLEVER*30CPR RIV 10MG,29353012,"9,96"
SANAPRAV*10CPR 20MG,29371022,"3,35"
SANAPRAV*14CPR 40MG,29371034,7
LORTAAN*28CPR RIV 50MG,29384017,"8,01"
"LORTAAN*CARD 21CPR RIV 12,5MG",29384029,"6,24"
LORTAAN*28CPR RIV 100MG,29384043,10
NEOLOTAN*28CPR RIV 50MG,29385010,"10,75"
"NEOLOTAN*21CPR RIV 12,5MG",29385022,"6,2"
NEOLOTAN*28CPR RIV 100MG,29385046,"12,7"
LOSAPREX*28CPR RIV 50MG,29393016,"11,09"
"LOSAPREX*21CPR RIV 12,5MG",29393028,"6,75"
LOSAPREX*28CPR RIV 100MG,29393042,"12,9"
EUDOLENE*OS GRAT 30BUST 100MG,29395011,"2,31"
BUSCOFEN*12CPS MOLLI 200MG,29396037,"8,5"
BUSCOFEN*GRAT 10BUST 400MG,29396049,"9,9"
BUSCOFEN*24CPS MOLLI 200MG,29396052,"14,5"
IPSTYL*SC 1SIR 60MG,29399110,"1054,63"
IPSTYL*SC SIR 120MG,29399134,"1673,82"
FLUILAST*30CPR RIV 250MG,29407018,"3,6"
PRIMESIN*14CPS 40MG,29416043,"11,56"
PRIMESIN*28CPR 80MG RP,29416068,"14,32"
MICROPAM*4MICROCLISMI 5MG,29417019,"12,4"
MICROPAM*4MICROCLISMI 10MG,29417021,15
NISOLID*AD NEBUL 15MONOD 2MG/2,29418011,"26,17"
NISOLID*BB NEBUL 15MONOD 1MG/2,29418023,"13,63"
REMERON*OS 15MG/ML FL 66ML,29444104,"31,61"
REMERON*6CPR ORODISP 15MG,29444116,"5,8"
REMERON*30CPR ORODISP 30MG,29444181,"20,84"
SANDIMMUN NEORAL*50CPS 25MG,29453014,"56,48"
SANDIMMUN NEORAL*50CPS 50MG,29453026,"109,5"
SANDIMMUN NEORAL*30CPS 100MG,29453038,"122,98"
SANDIMMUN NEORAL*50ML 100MG/ML,29453040,"201,09"
SANDIMMUN NEORAL*50CPS 10MG,29453053,"22,59"
BUSCOPAN COMPOSITUM*30CPR RIV,29454016,"9,9"
BUSCOPAN COMPOSITUM*6SUPP,29454028,"11,9"
BUSCOPAN COMPOSITUM*20CPR RIV,29454042,"14,9"
DICLOFENAC EG*30CPR 50MG GASTR,29456011,"3,86"
DICLOFENAC EG*10SUPP 100MG,29456023,7
DICLOFENAC EG*IM 5F 75MG 3ML,29456035,"2,16"
DICLOFENAC EG*21CPR 100MG RP,29456050,"4,82"
DICLOFENAC RAT*IM 5F 75MG/3ML,29457037,"2,16"
PIROXICAM HEX*30CPR 20MG,29461023,"3,43"
BENUR*20CPR DIV 4MG,29467026,"8,48"
ATENOLOLO MY*42CPR 100MG,29468028,"5,53"
ATENOLOLO MY*50CPR 100MG,29468030,"6,02"
"OKACIN*COLL FL 5ML 0,3%",29471012,"6,53"
METOCAL*60CPR MAST 1250MG,29472014,"8,11"
MIGPRIV*OS POLV 6BUST 900+10MG,29474018,13
DOMES*OS GRAT 30BUST 100MG,29478017,"2,36"
DOMES*30CPR OROD 100MG,29478056,"2,36"
MESALAZINA EG*50CPS 400MG RM,29480011,"13,74"
MESALAZINA EG*GEL RETT 7MONOD,29480035,"37,91"
MESALAZINA EG*24CPR GASTR800MG,29480050,"11,26"
PROGRAF*30CPS 5MG,29485048,"431,26"
PROGRAF*60CPS 1MG,29485075,"185,88"
"PROGRAF*30CPS 0,5MG",29485099,"43,43"
ATENOLOLO HEX*50CPR RIV 50MG,29486014,"4,92"
ATENOLOLO HEX*50CPR RIV100MG,29486026,"6,02"
ATENOLOLO HEX*42CPR RIV 100MG,29486038,"5,53"
AMOXICILLINA EG*12CPR 1G,29487016,"3,27"
AMOXICILLINA RATIO*12CPR 1G,29488018,"3,27"
TALAVIR*42CPR RIV 500MG,29498019,"63,82"
TALAVIR*21CPR RIV 1G,29498021,"63,82"
CIBALGINA DUE FAST*12CPR 200MG,29500030,"8,5"
CIBALGINA DUE FAST*24CPR 200MG,29500055,"14,4"
ZELITREX*42CPR RIV 500MG,29503012,"63,82"
ZELITREX*21CPR RIV 1000MG,29503024,"63,82"
ZELITREX*10CPR RIV 500MG,29503036,"37,5"
RINOVAGOS*SPRAY 200D 4MG/14ML,29509015,"14,5"
GEMFIBROZIL EG*20CPR 900MG,29512011,"5,58"
GEMFIBROZIL EG*30CPR 600MG,29512023,"6,4"
SOTALOLO HEX*40CPR 80MG,29517012,"4,25"
"PUREGON*SC 1CART 300UI/0,36ML",29520386,"163,1"
"PUREGON*SC 1CART 600UI/0,72ML",29520398,"326,2"
"PUREGON*SC 1CART 900UI/1,08ML",29520400,"489,3"
GLICOBASE*40CPR 100MG,29532013,"8,04"
ATENOLOLO PENSA*42CPR 100MG,29533027,"5,53"
PIROXICAM EG*IM 6F 20MG 1ML,29534017,"3,43"
PIROXICAM EG*30CPS 20MG,29534029,"3,43"
PIROXICAM EG*30CPR SOLUB 20MG,29534031,"3,43"
PROMETRIUM*OS VAG 30CPS 100MG,29538016,"5,13"
PROMETRIUM*OS VAG 15CPS 200MG,29538028,"5,13"
"PREMELLE C*28CPR RIV 0,625+2,5",29541012,"20,35"
"PREMELLE C*28CPR RIV 0,625+5MG",29541024,"21,68"
"ESTRODOSE*GEL 1FL 80G 0,75MG",29542026,"7,8"
"IALUREX IPOTONICO*COLL 30D0,4%",29544018,"21,5"
"FEDRA*21CPR RIV 0,075MG+0,02MG",29551013,19
FRIVENT 400*30CPR 400MG R.P.,29554021,"4,9"
ISOSORBIDE M EG*30CPS 50MG RP,29558018,"6,54"
ISOSORBIDE M EG*50CPR 20MG,29558020,"3,23"
ISOSORBIDE M EG*30CPR 40MG,29558032,"3,77"
ISOSORBIDE M EG*30CPR 60MG RP,29558044,"6,5"
ERITROMICINA GALDER.GEL 3%*30G,29560012,"17,3"
CAVERJECT*FL10MCG+SIR+2AGHI+2T,29561038,"12,14"
CAVERJECT*FL20MCG+SIR+2AGHI+2T,29561040,35
CAVERJECT*5FL 10MCG+5F 1ML SOL,29561053,92
CAVERJECT*5FL 20MCG+5F 1ML SOL,29561065,132
CAVERJECT*F 5MCG+SIR+2AGHI+SIR,29561103,"14,55"
CAVERJECT*2CART 10MCG DOPPIA C,29561139,52
PORTOLAC EPS*OS POLV 200G,29563018,"7,14"
PORTOLAC EPS*OS POLV 20BUST10G,29563020,"10,85"
"PORTOLAC EPS*SCIR 500ML 66,67%",29563044,"11,92"
"LAEVOLAC*SCIR 180ML 66,7%",29565013,"10,5"
METADONE CLOR MOL*OS 1MG/ML20M,29610033,"0,97"
MORFINA CL MOLT*5F 1ML 10MG/ML,29611023,"3,46"
"NALOXONE CLOR MOLT*F 0,4MG 1ML",29612013,"4,29"
GLUCOSIO BAUSCH*35% GEL OFT 5G,29636014,"12,42"
MERCURIO OSS GI*1% UNG OFT 5G,29637016,"10,9"
MERCURIO OSS GI*2% UNG OFT 5G,29637028,"11,9"
PILOCARPINA CLORID*4% COLL10ML,29638018,"2,15"
GLICEROLO CAMOM MALVA*6CONT 3G,29649011,"4,4"
GLICEROLO CAMOM MALVA*6CONT 9G,29649035,4
GLICEROLO*PRIMA INF 12SUPP 900,29651015,"6,49"
GLICEROLO*BB 18SUPP 1375MG,29651027,"4,5"
GLICEROLO*AD 18SUPP 2250MG,29651039,5
"GLICEROLO*BB 6CONT 2,25G",29651054,"5,5"
"GLICEROLO*AD 6CONT 6,75G",29651066,5
ILMOCIN DECONGESTIONANTE*10ML,29676018,"9,9"
DRAVEREX*40CPR RIV 24MG+20MG,29696010,"8,5"
"GLICEROLO ALFA*6CONT 6,75G",29720087,"6,3"
ARTROTEC*30CPR 50MG+200MCG,29757010,"12,27"
ARTROTEC*10CPR 75MG+200MCG RM,29757046,"9,8"
ARTROTEC*30CPR 75MG+200MCG RM,29757059,"12,57"
DOLOFAST*GEL 50G 10%,29775018,"10,5"
ATENOLOLO EG*50CPR 50MG,29776022,"5,42"
ATENOLOLO EG*50CPR 100MG,29776059,"6,02"
ACQUA BORICA*3% 500ML,29779016,"3,5"
"ARGENTO PROTEINATO*0,5% 10ML",29782012,"3,5"
ARGENTO PROTEINATO*1% 10ML,29782024,3
ARGENTO PROTEINATO*2% 10ML,29782036,"3,9"
CANFORA*10% SOL IAL 100G,29785019,"4,5"
CANFORA*10% SOL OLEOSA 100G,29785033,"5,4"
METILROSANILINIO CL*1% SOL25ML,29787013,3
"FUCSINA FENICA*0,3% SOL 30ML",29792013,"3,9"
CELLCEPT*100CPS 250MG,29796012,"178,84"
CELLCEPT*50CPR RIV 500MG,29796024,"178,84"
GLICEROLO*AD 50SUPP 2250MG,29797127,"11,9"
IODIO SOL ALCO I*30ML,29798028,"5,1"
IODIO SOL ALCO II*30ML,29798067,"3,2"
IPECACUANA*7% SCIR 100ML,29799018,"13,5"
ICTAMMOLO SELLA*10% UNG 30G,29800012,"4,5"
NIAOULI ESSENZA*1% GTT 20G,29809011,"4,1"
PARAFFINA LIQ SELLA*40% 200ML,29810013,"3,6"
PROMETAZINA SELLA*2% CR 30G,29814011,"5,3"
SODIO BICARB*50CPR 500MG,29816016,"5,7"
MENTOLO SELLA*1% 1FL 100G,29818010,"5,1"
ACIDO BORICO SELLA*3% UNG 30G,29820014,"3,9"
ACIDO BORICO SELLA*3% 500ML,29820040,"5,1"
IOPIDINE*COLL FL 5ML 5MG/ML,29823010,"12,47"
ACQUA PI GS*1F 5ML,29824048,"0,23"
ACQUA PI GS*1F 10ML,29824051,"0,26"
ELETTROL REID III*500ML,29846247,"4,8"
GLICEROLO 10% NA CL*500ML,29849027,"6,5"
"MOVICOL*OS POLV 20BUST 13,8G",29851021,"15,1"
"MOVICOL*CIOCCOL BB 20BUST 6,9G",29851084,"12,55"
MOVICOL*SENZA AROMA BB 20BUST,29851173,"12,55"
"MOVICOL*SENZA AROMA 20BUST13,7",29851262,"15,1"
MOVICOL*CONC OS SOLUZ FL500ML,29851324,"16,4"
MOVICOL SOLUZIONE*OS 20BS 25ML,29851348,"16,4"
GLUCOSIO*5% 1FL 500ML,29863065,"1,88"
GLUCOSIO*10% 1FL 500ML S/DEFLU,29863180,"2,24"
MANNITOLO*18% FL 250ML,29866237,6
"SODIO CLORURO*0,9% 250ML",29874056,"1,58"
"SODIO CLORURO*0,9% 500ML",29874068,"2,05"
"SODIO CLORURO*0,9% SACCA 500ML",29874118,"5,73"
"SODIO CLORURO*0,9% 1SAC 1000ML",29874120,"6,64"
"SODIO CLORURO*0,9% 1F 5ML",29874373,"0,26"
"SODIO CLORURO*0,9% 1F 10ML",29874385,"0,29"
ACQUA BORICA AFOM*3% 500ML,29879020,"2,95"
"ARGENTO PROTEINATO*0,5% 10ML",29888017,"2,5"
ARGENTO PROTEINATO*1% 10ML,29888029,3
CANFORA AFOM*10% SOL OL 100ML,29895036,"4,5"
SODIO FOSFATO AFOM*120ML+CAN,29910015,"3,9"
ICTAMMOLO AFOM*10% UNG 30G,29919014,"5,7"
FEMSEVEN 50*4CER TRANSD 15CM2,29966013,"8,66"
ACIDO ACETILS ANG*20CPR 500MG,30009017,"3,75"
"PRADIF*20CPS 0,4MG RM",30106013,"6,81"
ACIDO ACETILSALIC LFM*20CPR500,30175020,"8,21"
CLIMARA*4CER TRANSD 50MCG/24H,30183014,"8,66"
CLIMARA*4CER TRANSD 100MCG/24H,30183038,"37,5"
FUROSEMIDE L.F.M.*30CPR 25MG,30210013,"1,46"
GENTAMICINA SOLFATO*3F 80MG/2M,30211039,"10,4"
"FLOGODERM*CREMA 30G 0,05%",30258014,12
METRONIDAZ.ECOBI*20CPR 250MG,30270019,"1,59"
ACQUA BORICA MV*3% 200ML,30318012,"2,5"
ACQUA BORICA MV*3% 500ML,30318024,"3,2"
"ARGENTO PROTEINATO*0,5% 10ML",30322010,"4,5"
ARGENTO PROTEINATO*1% 10ML,30322022,"4,6"
ARGENTO PROTEINATO*2% 10ML,30322034,"4,7"
CANFORA MV*10% SOL OLEOSA100ML,30325029,"6,5"
METILROSANILINIO CL MV*1% 25G,30329015,3
SODIO FOSFATO MV*SOL RET 120ML,30330017,"4,8"
"FUCSINA FENICA MV*0,3% SOL 25G",30331019,"3,5"
GLICEROLO CAM MALVA*6CONT 3G,30333013,"3,2"
GLICEROLO CAM MALVA*6CONT 6G,30333025,"3,5"
IODIO SOL ALCO I MV*25ML,30336022,"5,3"
IPECACUANA*7% SCIR 100ML,30337012,11
ICTAMMOLO MV*10% UNG 30G,30338014,"5,7"
LIDOCAINA IDROCORT MV*CR RETT,30340018,"8,6"
MIELE ROSATO*30G,30346011,"3,3"
PARAFFINA LIQ MV*40% FL 200G,30348015,"6,5"
NIAOULI ESSENZA MV*1% GTT 10G,30349017,"4,2"
NIAOULI ESSENZA MV*2% GTT 20G,30349029,"5,3"
MISTICK ANTISTAMINICO MV*2% CR,30353015,"7,8"
ACIDO SALICILICO MV*5% UNG 30G,30354029,"5,3"
ACIDO SALICILICO MV*10% UNG30G,30354031,"5,5"
MENTOLO MV*1% 1FL 100G,30357014,"5,3"
ACIDO BORICO MV*3% 200ML,30358030,"4,1"
ZINCO OSSIDO MV*UNG 30G,30360010,"5,8"
ALCOOL SAPONATO*500ML,30451025,15
"ARGENTO PROTEINATO*0,5% 10ML",30459010,4
ARGENTO PROTEINATO*1% 10ML,30459022,"4,4"
CHININA SOLF NOVA*20CPR 250MG,30470013,11
"COTONE EMOST*2,5G",30484012,"6,5"
EOSINA PHARMA TRENTA*1% 100G,30486029,"8,7"
EOSINA PHARMA TRENTA*2% 50G,30486031,"7,8"
EOSINA PHARMA TRENTA*2% 100G,30486043,"9,5"
IODIO*SOL CUT 25ML70MG+50MG/ML,30523029,"5,1"
METILE SALICILATO*UNG 30G 10%,30546016,"6,9"
MIELE ROSATO*SOL U.E.25G,30549012,"2,8"
ACIDO SALICILICO NA*5% UNG 30G,30578025,5
ACIDO SALICILICO NA*10% UNG30G,30578037,"5,2"
SODIO BICARB*50CPR 500MG,30580017,"6,2"
ZINCO OSSIDO*10% UNG 30G,30594016,"5,6"
ACQUA PI SALF*1F 5ML,30649038,"0,19"
ACQUA PI SALF*1F 10ML,30649053,"0,25"
ACQUA PI SALF*1FL 100ML,30649103,3
ACQUA PI SALF*5F 5ML,30649267,"5,5"
"ADRENALINA SALF*5F 0,5MG 1ML",30650016,"1,22"
ADRENALINA SALF*5F 1MG 1ML,30650030,"1,51"
AMINOFILLINA SALF*5F 240MG,30652010,"4,5"
"ATROPINA SOLFATO*5F 0,5MG 1ML",30653012,"1,62"
DOPAMINA CLORIDR*5F 10MG 2ML,30663013,15
FENOBARBITALE SODICO*5F 100MG,30669028,20
"SODIO CLORURO*0,9% 1F 2ML",30684017,"0,22"
"SODIO CLORURO*0,9% 1F 5ML",30684031,"0,25"
"SODIO CLORURO*0,9% 1F 10ML",30684056,"0,27"
"SODIO CLORURO*0,9% 500ML",30684120,"2,05"
"SODIO CLORURO SALF*0,9% 10F10M",30684308,"2,9"
"SODIO CLORURO*0,9% 5F 5ML",30684411,5
"SODIO CLORURO*0,9% 5F 10ML",30684423,6
"SODIO CLORURO*0,9% 250ML SACCA",30684536,3
"SODIO CLORURO*0,9% 500ML SACCA",30684548,"3,2"
"SODIO CLORURO*0,9% 1000ML SACC",30684551,"5,25"
"SODIO CLORURO*0,9% 3000ML SACC",30684575,"7,92"
"SODIO CLORURO*0,9% 1SAC 5000ML",30684599,"10,56"
MANNITOLO*18% FL 250ML,30717060,9
"SODIO BICARB SALF*1,4% FL250ML",30724025,5
SODIO BICARB SALF*5F 10MEQ10ML,30724177,"3,8"
"SODIO CLORURO*0,9% 500ML SACCA",30734040,"2,65"
"HARMONET*21CPR 0,075MG+0,02MG",30758015,18
ELETTROL REID III FKI*500ML,30763142,"3,38"
GLUCOSIO FKI*5% 1FL 500ML VETR,30769044,"1,88"
GLUCOSIO FKI*10% 1FL 500MLS/DE,30769095,"2,2"
"SODIO CLORURO FKI*0,9% 250ML",30775035,"1,58"
"SODIO CLORURO FKI*0,9% 500ML",30775047,"2,05"
"ADRENALINA MONICO*5F 0,5MG 1ML",30780011,"2,62"
ADRENALINA MONICO*5F 1MG 1ML,30780023,"3,81"
"ATROPINA SOLFATO*5F 0,5MG 1ML",30783031,"3,06"
CALCIO CLORURO MO*5F 1G 10ML,30786014,"3,94"
CALCIO GLUCONATO*5F 1000MG10ML,30788020,"5,68"
GLUCOSIO*33% 10F 10ML,30793071,"7,89"
MORFINA CL MONICO*5F 10MG 1ML,30798019,"4,75"
MORFINA CL MONICO*1F 10MG 1ML,30798033,"1,6"
PAPAVERINA CLORIDR*5F 30MG 2ML,30801017,"4,82"
"SODIO CLORURO*0,9% 10F 10ML",30805079,"3,4"
SODIO CLORURO*3% 250ML,30805206,"3,61"
SODIO CLORURO*3% FL 500ML,30805218,"4,42"
SODIO CLORURO*5F 10ML 2MEQ/ML,30805497,"3,63"
"SODIO CLORURO*0,9% 100ML SACCA",30805523,"1,95"
"SODIO CLORURO*0,9% 500ML SACCA",30805547,"2,65"
"SODIO CLORURO*0,9% 1SAC 1000ML",30805550,"3,5"
POTASSIO CLORURO*5F2MEQ/ML10ML,30815082,"5,02"
SODIO BICARB*5F 10MEQ 10ML,30819015,"5,2"
MANNITOLO*18% 100ML,30868145,"3,86"
MANNITOLO*18% 250ML,30868158,"6,35"
ACQUA PI*1F 5ML,31005046,"0,19"
"ARGENTO PROTEINATO*0,5% 10ML",31044011,"4,6"
ARGENTO PROTEINATO*1% 10ML,31044023,"4,7"
ARGENTO PROTEINATO*2% 10ML,31044035,"4,7"
CANFORA*10% SOL IAL 100ML,31060015,"6,3"
ICTAMMOLO NEW F*10% UNG 30G,31066018,"5,5"
MERBROMINA NEW*2% SOL 30ML,31079015,4
MIELE ROSATO*25G,31084015,"3,2"
NIAOULI ESSENZA*1% GTT 10ML,31089016,"3,9"
NIAOULI ESSENZA*2% GTT 10ML,31089028,"3,4"
EOSINA NOVA AR*SOL CUT 2% 100G,31100011,"9,5"
"SODIO CLORURO*0,9% 1FL 500ML",31101696,"1,81"
ZOLFO E POTASSIO CARBONATO*UNG,31103017,6
ZOLFO E POT CARB NEW F*UNG 1KG,31103029,50
VASELINA BORICA*3% UNG 30G,31105012,"2,9"
"VICKS TOSSE*18PASTL 7,33MG MIE",31107016,"6,7"
PEPTAZOL*14CPR GASTR 20MG,31111026,"5,74"
PEPTAZOL*28CPR GASTR 20MG,31111040,"5,92"
PEPTAZOL*14CPR GASTR 40MG,31111293,"9,57"
PEPTAZOL*28CPR GASTR 40MG,31111305,"10,94"
CASODEX*28CPR RIV 50MG,31113018,53
CASODEX*28CPR RIV 150MG,31113020,"130,68"
TOPSTER*SCH RETT35ML 42MG+14CA,31115013,"16,82"
TOPSTER*10SUPP 3MG,31115025,"8,02"
TOPSTER*RETT SOSP 7FL 60ML+CAN,31115037,"16,78"
TOPSTER*RETT SOSP 10FL 3MG+CAN,31115049,"21,28"
ACICLOVIR IDI*CREMA 3G 5%,31117017,"6,75"
ACICLOVIR IDI*OS SOSP FL 100ML,31117056,"13,42"
PLENAER*SOSP INAL FL 10MG+25MG,31120025,"8,36"
"REOFLUS*SC 10FSIR 0,5ML12500UI",31126055,"34,11"
CABASER*20CPR 1MG FL,31128010,22
CABASER*20CPR 2MG FL,31128022,41
ALONTAN ANTISTAMIN*2% CR 30G,31151018,"9,8"
EDEVEXIN*3F POLV 5MG+3F 5MLSOL,31219013,16
EDEVEXIN*30CPR RIV 40MG,31219025,"12,8"
EDEVEN*GEL TUBO 40G 1%,31219037,"5,65"
EDEVEN*GEL TUBO 40G 2%,31219049,"6,15"
GLADIO*40CPR RIV 100MG,31220015,"10,57"
GLADIO*30BUST 100MG,31220027,"7,91"
"GLADIO*CREMA 50G 1,5G/100G",31220054,"12,5"
PIROXICAM RAT*30CPS 20MG,31222021,"3,43"
NIFEDIPINA HEXAL*50CPS 10MG,31227010,"4,2"
NIFEDIPINA HEXAL*50CPR 20MG CR,31227022,"5,63"
VERAPAMIL HEX*30CPR RIV 80MG,31228012,"2,24"
VERAPAMIL HEX*30CPR 120MG RP,31228024,"4,5"
"IODIO SOL ALCO II*20ML 2%/2,5%",31262013,"4,8"
IODIO SOL ALCO I*20ML 7%/5%,31262052,"4,9"
ACIDO TRICLOROACETICO*50% 10ML,31296015,"5,2"
"ARGENTO PROTEINATO*0,5% 10ML",31304013,"4,1"
ARGENTO PROTEINATO*1% 10ML,31304025,"4,3"
CANFORA ZE*10% SOL IAL 100ML,31309014,"6,2"
"ARGENTO PROTEINATO*0,5% 10ML",31314014,"4,4"
ARGENTO PROTEINATO*1% 10ML,31314026,"4,4"
GOLASEPT SEDATIVO TOSSE*150ML,31317023,"7,9"
ICTAMMOLO ALM*10% UNG 30G,31318013,"5,3"
SODIO FOSFATO ZETA*RETT 120ML,31324015,"4,4"
"FUCSINA FENICA*0,3% SOL 30ML",31326010,"3,5"
"GLICEROLO ZETA*6CONT 6,75G CAM",31329030,"5,4"
PROCTOZETA*CR 30G 15+10MG/G,31334016,"8,9"
LIDOCAINA CLORIDR*2% UNG 30G,31335019,"3,06"
NIAOULI ESSENZA ZE*2% GTT 20ML,31347026,"4,3"
POTASSIO PERMANG*10CPR 250MG,31353016,"4,2"
LENIL ANTIPRURITO*2% CR 30G,31355011,"8,4"
SOLFO SALICILICO*UNG 30G,31359019,"4,3"
VELLUTAN*UNG 20G 4MCG/G,31494014,"12,45"
VELLUTAN*EMULS CUT 20ML 4MCG/G,31494026,"11,9"
VELLUTAN*EMULS CUT 50ML4MCG/G,31494040,"19,62"
LOSAZID*28CPR RIV 100MG+25MG,31497047,"10,07"
"LOSAZID*28CPR RIV 50MG+12,5MG",31497050,"10,07"
ORAMORPH*OS 20FL 1D 5ML 10MG,31507039,"17,77"
ORAMORPH*OS 20FL 1D 5ML 30MG,31507041,"17,77"
ORAMORPH*OS FL 20ML 20MG/ML,31507104,"8,02"
"BENOXINATO CL*COLL FL 10ML0,4%",31579016,18
RINGER LATTATO*1FL 500ML,31582012,"3,45"
ELETTROL REID III*500ML,31586023,"3,15"
MANNITOLO*10% 500ML,31587025,"3,25"
MANNITOLO*18% 500ML,31587037,"4,3"
GLICEROLO NA CL*500ML,31678016,"2,65"
ESTRADERM MX*8CER 25MCG/DIE,31773017,"6,07"
ESTRADERM MX*8CER 50MCG/DIE,31773029,"8,94"
ESTRADERM MX*8CER 100MCG/DIE,31773031,"16,5"
ACIDO BORICO*SOL CUT 3% 500ML,31779010,"3,3"
ALCOOL SAPONATO*SOL CUT 500ML,31780036,"15,3"
"ARGENTO PROTEINATO*0,5% 10ML",31782016,"2,4"
ARGENTO PROTEINATO*1% 10ML,31782028,"2,6"
ARGENTO PROTEINATO*2% 10ML,31782030,"2,7"
CANFORA*10% SOL CUT 100ML,31784010,"4,5"
